nan;X;Y;X;Y;Puestos equivalentes;nan;100.0
Calle 3773;12;2;12;3;26;nan;nan
Calle 3774;12;3;12;4;26;nan;nan
Calle 3775;12;4;12;5;26;nan;nan
Calle 3776;12;5;12;6;26;nan;nan
Calle 3777;12;6;12;7;26;nan;nan
Calle 3778;12;7;12;8;26;nan;nan
Calle 3779;12;8;12;9;26;nan;nan
Calle 3780;12;9;12;10;26;nan;nan
Calle 3781;12;10;12;11;26;nan;nan
Calle 3782;12;11;12;12;26;nan;nan
Calle 3783;12;12;12;13;26;nan;nan
Calle 3784;12;13;12;14;26;nan;nan
Calle 3785;12;14;12;15;26;nan;nan
Calle 3786;12;15;12;16;26;nan;nan
Calle 3787;12;16;12;17;26;nan;nan
Calle 3788;12;17;12;18;26;nan;nan
Calle 3789;12;18;12;19;26;nan;nan
Calle 3790;12;19;12;20;26;nan;nan
Calle 3791;12;20;12;21;26;nan;nan
Calle 3792;12;21;12;22;26;nan;nan
Calle 3793;12;22;12;23;26;nan;nan
Calle 3794;12;23;12;24;26;nan;nan
Calle 3795;12;24;12;25;26;nan;nan
Calle 3796;12;25;12;26;26;nan;nan
Calle 3797;12;26;12;27;26;nan;nan
Calle 3798;12;27;12;28;26;nan;nan
Calle 3799;12;28;12;29;26;nan;nan
Calle 3800;12;29;12;30;26;nan;nan
Calle 3801;12;30;12;31;26;nan;nan
Calle 3802;12;31;12;32;26;nan;nan
Calle 3803;12;32;12;33;26;nan;nan
Calle 3804;12;33;12;34;26;nan;nan
Calle 3805;12;34;12;35;26;nan;nan
Calle 3806;12;35;12;36;26;nan;nan
Calle 3807;12;36;12;37;26;nan;nan
Calle 3808;12;37;12;38;26;nan;nan
Calle 3809;12;38;12;39;26;nan;nan
Calle 3810;12;39;12;40;26;nan;nan
Calle 3811;12;40;12;41;26;nan;nan
Calle 3812;12;41;12;42;26;nan;nan
Calle 3813;12;42;12;43;26;nan;nan
Calle 3814;12;43;12;44;26;nan;nan
Calle 3815;12;44;12;45;26;nan;nan
Calle 3816;12;45;12;46;26;nan;nan
Calle 3817;12;46;12;47;26;nan;nan
Calle 3818;12;47;12;48;26;nan;nan
Calle 3819;12;48;12;49;26;nan;nan
Calle 3820;12;49;12;50;26;nan;nan
Calle 3821;12;50;12;51;26;nan;nan
Calle 3822;12;51;12;52;26;nan;nan
Calle 3823;12;52;12;53;26;nan;nan
Calle 3824;12;53;12;54;26;nan;nan
Calle 3825;12;54;12;55;26;nan;nan
Calle 3826;12;55;12;56;26;nan;nan
Calle 3827;12;56;12;57;26;nan;nan
Calle 3828;12;57;12;58;26;nan;nan
Calle 3829;12;58;12;59;26;nan;nan
Calle 3830;12;59;12;60;26;nan;nan
Calle 3831;13;0;13;1;26;nan;nan
Calle 3832;13;1;13;2;26;nan;nan
Calle 3833;13;2;13;3;26;nan;nan
Calle 3834;13;3;13;4;26;nan;nan
Calle 3835;13;4;13;5;26;nan;nan
Calle 3836;13;5;13;6;26;nan;nan
Calle 3837;13;6;13;7;26;nan;nan
Calle 3838;13;7;13;8;26;nan;nan
Calle 3839;13;8;13;9;26;nan;nan
Calle 3840;13;9;13;10;26;nan;nan
Calle 3841;13;10;13;11;26;nan;nan
Calle 3842;13;11;13;12;26;nan;nan
Calle 3843;13;12;13;13;26;nan;nan
Calle 3844;13;13;13;14;26;nan;nan
Calle 3845;13;14;13;15;26;nan;nan
Calle 3846;13;15;13;16;26;nan;nan
Calle 3847;13;16;13;17;26;nan;nan
Calle 3848;13;17;13;18;26;nan;nan
Calle 3849;13;18;13;19;26;nan;nan
Calle 3850;13;19;13;20;26;nan;nan
Calle 3851;13;20;13;21;26;nan;nan
Calle 3852;13;21;13;22;26;nan;nan
Calle 3853;13;22;13;23;26;nan;nan
Calle 3854;13;23;13;24;26;nan;nan
Calle 3855;13;24;13;25;26;nan;nan
Calle 3856;13;25;13;26;26;nan;nan
Calle 3857;13;26;13;27;26;nan;nan
Calle 3858;13;27;13;28;26;nan;nan
Calle 3859;13;28;13;29;26;nan;nan
Calle 3860;13;29;13;30;26;nan;nan
Calle 3861;13;30;13;31;26;nan;nan
Calle 3862;13;31;13;32;26;nan;nan
Calle 3863;13;32;13;33;26;nan;nan
Calle 3864;13;33;13;34;26;nan;nan
Calle 3865;13;34;13;35;26;nan;nan
Calle 3866;13;35;13;36;26;nan;nan
Calle 3867;13;36;13;37;26;nan;nan
Calle 3868;13;37;13;38;26;nan;nan
Calle 3869;13;38;13;39;26;nan;nan
Calle 3870;13;39;13;40;26;nan;nan
Calle 3871;13;40;13;41;26;nan;nan
Calle 3872;13;41;13;42;26;nan;nan
Calle 3873;13;42;13;43;26;nan;nan
Calle 3874;13;43;13;44;26;nan;nan
Calle 3875;13;44;13;45;26;nan;nan
Calle 3876;13;45;13;46;26;nan;nan
Calle 3877;13;46;13;47;26;nan;nan
Calle 3878;13;47;13;48;26;nan;nan
Calle 3879;13;48;13;49;26;nan;nan
Calle 3880;13;49;13;50;26;nan;nan
Calle 3881;13;50;13;51;26;nan;nan
Calle 3882;13;51;13;52;26;nan;nan
Calle 3883;13;52;13;53;26;nan;nan
Calle 3884;13;53;13;54;26;nan;nan
Calle 3885;13;54;13;55;26;nan;nan
Calle 3886;13;55;13;56;26;nan;nan
Calle 3887;13;56;13;57;26;nan;nan
Calle 3888;13;57;13;58;26;nan;nan
Calle 3889;13;58;13;59;26;nan;nan
Calle 3890;13;59;13;60;26;nan;nan
Calle 3891;14;0;14;1;26;nan;nan
Calle 3892;14;1;14;2;26;nan;nan
Calle 3893;14;2;14;3;26;nan;nan
Calle 3894;14;3;14;4;26;nan;nan
Calle 3895;14;4;14;5;26;nan;nan
Calle 3896;14;5;14;6;26;nan;nan
Calle 3897;14;6;14;7;26;nan;nan
Calle 3898;14;7;14;8;26;nan;nan
Calle 3899;14;8;14;9;26;nan;nan
Calle 3900;14;9;14;10;26;nan;nan
Calle 3901;14;10;14;11;26;nan;nan
Calle 3902;14;11;14;12;26;nan;nan
Calle 3903;14;12;14;13;26;nan;nan
Calle 3904;14;13;14;14;26;nan;nan
Calle 3905;14;14;14;15;26;nan;nan
Calle 3906;14;15;14;16;26;nan;nan
Calle 3907;14;16;14;17;26;nan;nan
Calle 3908;14;17;14;18;26;nan;nan
Calle 3909;14;18;14;19;26;nan;nan
Calle 3910;14;19;14;20;26;nan;nan
Calle 3911;14;20;14;21;26;nan;nan
Calle 3912;14;21;14;22;26;nan;nan
Calle 3913;14;22;14;23;26;nan;nan
Calle 3914;14;23;14;24;26;nan;nan
Calle 3915;14;24;14;25;26;nan;nan
Calle 3916;14;25;14;26;26;nan;nan
Calle 3917;14;26;14;27;26;nan;nan
Calle 3918;14;27;14;28;26;nan;nan
Calle 3919;14;28;14;29;26;nan;nan
Calle 3920;14;29;14;30;26;nan;nan
Calle 3921;14;30;14;31;26;nan;nan
Calle 3922;14;31;14;32;26;nan;nan
Calle 3923;14;32;14;33;26;nan;nan
Calle 3924;14;33;14;34;26;nan;nan
Calle 3925;14;34;14;35;26;nan;nan
Calle 3926;14;35;14;36;26;nan;nan
Calle 3927;14;36;14;37;26;nan;nan
Calle 3928;14;37;14;38;26;nan;nan
Calle 3929;14;38;14;39;26;nan;nan
Calle 3930;14;39;14;40;26;nan;nan
Calle 3931;14;40;14;41;26;nan;nan
Calle 3932;14;41;14;42;26;nan;nan
Calle 3933;14;42;14;43;26;nan;nan
Calle 3934;14;43;14;44;26;nan;nan
Calle 3935;14;44;14;45;26;nan;nan
Calle 3936;14;45;14;46;26;nan;nan
Calle 3937;14;46;14;47;26;nan;nan
Calle 3938;14;47;14;48;26;nan;nan
Calle 3939;14;48;14;49;26;nan;nan
Calle 3940;14;49;14;50;26;nan;nan
Calle 3941;14;50;14;51;26;nan;nan
Calle 3942;14;51;14;52;26;nan;nan
Calle 3943;14;52;14;53;26;nan;nan
Calle 3944;14;53;14;54;26;nan;nan
Calle 3945;14;54;14;55;26;nan;nan
Calle 3946;14;55;14;56;26;nan;nan
Calle 3947;14;56;14;57;26;nan;nan
Calle 3948;14;57;14;58;26;nan;nan
Calle 3949;14;58;14;59;26;nan;nan
Calle 3950;14;59;14;60;26;nan;nan
Calle 3951;15;0;15;1;26;nan;nan
Calle 3952;15;1;15;2;26;nan;nan
Calle 3953;15;2;15;3;26;nan;nan
Calle 3954;15;3;15;4;26;nan;nan
Calle 3955;15;4;15;5;26;nan;nan
Calle 3956;15;5;15;6;26;nan;nan
Calle 3957;15;6;15;7;26;nan;nan
Calle 3958;15;7;15;8;26;nan;nan
Calle 3959;15;8;15;9;26;nan;nan
Calle 3960;15;9;15;10;26;nan;nan
Calle 3961;15;10;15;11;26;nan;nan
Calle 3962;15;11;15;12;26;nan;nan
Calle 3963;15;12;15;13;26;nan;nan
Calle 3964;15;13;15;14;26;nan;nan
Calle 3965;15;14;15;15;26;nan;nan
Calle 3966;15;15;15;16;26;nan;nan
Calle 3967;15;16;15;17;26;nan;nan
Calle 3968;15;17;15;18;26;nan;nan
Calle 3969;15;18;15;19;26;nan;nan
Calle 3970;15;19;15;20;26;nan;nan
Calle 3971;15;20;15;21;26;nan;nan
Calle 3972;15;21;15;22;26;nan;nan
Calle 3973;15;22;15;23;26;nan;nan
Calle 3974;15;23;15;24;26;nan;nan
Calle 3975;15;24;15;25;26;nan;nan
Calle 3976;15;25;15;26;26;nan;nan
Calle 3977;15;26;15;27;26;nan;nan
Calle 3978;15;27;15;28;26;nan;nan
Calle 3979;15;28;15;29;26;nan;nan
Calle 3980;15;29;15;30;26;nan;nan
Calle 3981;15;30;15;31;26;nan;nan
Calle 3982;15;31;15;32;26;nan;nan
Calle 3983;15;32;15;33;26;nan;nan
Calle 3984;15;33;15;34;26;nan;nan
Calle 3985;15;34;15;35;26;nan;nan
Calle 3986;15;35;15;36;26;nan;nan
Calle 3987;15;36;15;37;26;nan;nan
Calle 3988;15;37;15;38;26;nan;nan
Calle 3989;15;38;15;39;26;nan;nan
Calle 3990;15;39;15;40;26;nan;nan
Calle 3991;15;40;15;41;26;nan;nan
Calle 3992;15;41;15;42;26;nan;nan
Calle 3993;15;42;15;43;26;nan;nan
Calle 3994;15;43;15;44;26;nan;nan
Calle 3995;15;44;15;45;26;nan;nan
Calle 3996;15;45;15;46;26;nan;nan
Calle 3997;15;46;15;47;26;nan;nan
Calle 3998;15;47;15;48;26;nan;nan
Calle 3999;15;48;15;49;26;nan;nan
Calle 4000;15;49;15;50;26;nan;nan
Calle 4001;15;50;15;51;26;nan;nan
Calle 4002;15;51;15;52;26;nan;nan
Calle 4003;15;52;15;53;26;nan;nan
Calle 4004;15;53;15;54;26;nan;nan
Calle 4005;15;54;15;55;26;nan;nan
Calle 4006;15;55;15;56;26;nan;nan
Calle 4007;15;56;15;57;26;nan;nan
Calle 4008;15;57;15;58;26;nan;nan
Calle 4009;15;58;15;59;26;nan;nan
Calle 4010;15;59;15;60;26;nan;nan
Calle 4011;16;0;16;1;26;nan;nan
Calle 4012;16;1;16;2;26;nan;nan
Calle 4013;16;2;16;3;26;nan;nan
Calle 4014;16;3;16;4;26;nan;nan
Calle 4015;16;4;16;5;26;nan;nan
Calle 4016;16;5;16;6;26;nan;nan
Calle 4017;16;6;16;7;26;nan;nan
Calle 4018;16;7;16;8;26;nan;nan
Calle 4019;16;8;16;9;26;nan;nan
Calle 4020;16;9;16;10;26;nan;nan
Calle 4021;16;10;16;11;26;nan;nan
Calle 4022;16;11;16;12;26;nan;nan
Calle 4023;16;12;16;13;26;nan;nan
Calle 4024;16;13;16;14;26;nan;nan
Calle 4025;16;14;16;15;26;nan;nan
Calle 4026;16;15;16;16;26;nan;nan
Calle 4027;16;16;16;17;26;nan;nan
Calle 4028;16;17;16;18;26;nan;nan
Calle 4029;16;18;16;19;26;nan;nan
Calle 4030;16;19;16;20;26;nan;nan
Calle 4031;16;20;16;21;26;nan;nan
Calle 4032;16;21;16;22;26;nan;nan
Calle 4033;16;22;16;23;26;nan;nan
Calle 4034;16;23;16;24;26;nan;nan
Calle 4035;16;24;16;25;26;nan;nan
Calle 4036;16;25;16;26;26;nan;nan
Calle 4037;16;26;16;27;26;nan;nan
Calle 4038;16;27;16;28;26;nan;nan
Calle 4039;16;28;16;29;26;nan;nan
Calle 4040;16;29;16;30;26;nan;nan
Calle 4041;16;30;16;31;26;nan;nan
Calle 4042;16;31;16;32;26;nan;nan
Calle 4043;16;32;16;33;26;nan;nan
Calle 4044;16;33;16;34;26;nan;nan
Calle 4045;16;34;16;35;26;nan;nan
Calle 4046;16;35;16;36;26;nan;nan
Calle 4047;16;36;16;37;26;nan;nan
Calle 4048;16;37;16;38;26;nan;nan
Calle 4049;16;38;16;39;26;nan;nan
Calle 4050;16;39;16;40;26;nan;nan
Calle 4051;16;40;16;41;26;nan;nan
Calle 4052;16;41;16;42;26;nan;nan
Calle 4053;16;42;16;43;26;nan;nan
Calle 4054;16;43;16;44;26;nan;nan
Calle 4055;16;44;16;45;26;nan;nan
Calle 4056;16;45;16;46;26;nan;nan
Calle 4057;16;46;16;47;26;nan;nan
Calle 4058;16;47;16;48;26;nan;nan
Calle 4059;16;48;16;49;26;nan;nan
Calle 4060;16;49;16;50;26;nan;nan
Calle 4061;16;50;16;51;26;nan;nan
Calle 4062;16;51;16;52;26;nan;nan
Calle 4063;16;52;16;53;26;nan;nan
Calle 4064;16;53;16;54;26;nan;nan
Calle 4065;16;54;16;55;26;nan;nan
Calle 4066;16;55;16;56;26;nan;nan
Calle 4067;16;56;16;57;26;nan;nan
Calle 4068;16;57;16;58;26;nan;nan
Calle 4069;16;58;16;59;26;nan;nan
Calle 4070;16;59;16;60;26;nan;nan
Calle 4071;17;0;17;1;26;nan;nan
Calle 4072;17;1;17;2;26;nan;nan
Calle 4073;17;2;17;3;26;nan;nan
Calle 4074;17;3;17;4;26;nan;nan
Calle 4075;17;4;17;5;26;nan;nan
Calle 4076;17;5;17;6;26;nan;nan
Calle 4077;17;6;17;7;26;nan;nan
Calle 4078;17;7;17;8;26;nan;nan
Calle 4079;17;8;17;9;26;nan;nan
Calle 4080;17;9;17;10;26;nan;nan
Calle 4081;17;10;17;11;26;nan;nan
Calle 4082;17;11;17;12;26;nan;nan
Calle 4083;17;12;17;13;26;nan;nan
Calle 4084;17;13;17;14;26;nan;nan
Calle 4085;17;14;17;15;26;nan;nan
Calle 4086;17;15;17;16;26;nan;nan
Calle 4087;17;16;17;17;26;nan;nan
Calle 4088;17;17;17;18;26;nan;nan
Calle 4089;17;18;17;19;26;nan;nan
Calle 4090;17;19;17;20;26;nan;nan
Calle 4091;17;20;17;21;26;nan;nan
Calle 4092;17;21;17;22;26;nan;nan
Calle 4093;17;22;17;23;26;nan;nan
Calle 4094;17;23;17;24;26;nan;nan
Calle 4095;17;24;17;25;26;nan;nan
Calle 4096;17;25;17;26;26;nan;nan
Calle 4097;17;26;17;27;26;nan;nan
Calle 4098;17;27;17;28;26;nan;nan
Calle 4099;17;28;17;29;26;nan;nan
Calle 4100;17;29;17;30;26;nan;nan
Calle 4101;17;30;17;31;26;nan;nan
Calle 4102;17;31;17;32;26;nan;nan
Calle 4103;17;32;17;33;26;nan;nan
Calle 4104;17;33;17;34;26;nan;nan
Calle 4105;17;34;17;35;26;nan;nan
Calle 4106;17;35;17;36;26;nan;nan
Calle 4107;17;36;17;37;26;nan;nan
Calle 4108;17;37;17;38;26;nan;nan
Calle 4109;17;38;17;39;26;nan;nan
Calle 4110;17;39;17;40;26;nan;nan
Calle 4111;17;40;17;41;26;nan;nan
Calle 4112;17;41;17;42;26;nan;nan
Calle 4113;17;42;17;43;26;nan;nan
Calle 4114;17;43;17;44;26;nan;nan
Calle 4115;17;44;17;45;26;nan;nan
Calle 4116;17;45;17;46;26;nan;nan
Calle 4117;17;46;17;47;26;nan;nan
Calle 4118;17;47;17;48;26;nan;nan
Calle 4119;17;48;17;49;26;nan;nan
Calle 4120;17;49;17;50;26;nan;nan
Calle 4121;17;50;17;51;26;nan;nan
Calle 4122;17;51;17;52;26;nan;nan
Calle 4123;17;52;17;53;26;nan;nan
Calle 4124;17;53;17;54;26;nan;nan
Calle 4125;17;54;17;55;26;nan;nan
Calle 4126;17;55;17;56;26;nan;nan
Calle 4127;17;56;17;57;26;nan;nan
Calle 4128;17;57;17;58;26;nan;nan
Calle 4129;17;58;17;59;26;nan;nan
Calle 4130;17;59;17;60;26;nan;nan
Calle 4131;18;0;18;1;26;nan;nan
Calle 4132;18;1;18;2;26;nan;nan
Calle 4133;18;2;18;3;26;nan;nan
Calle 4134;18;3;18;4;26;nan;nan
Calle 4135;18;4;18;5;26;nan;nan
Calle 4136;18;5;18;6;26;nan;nan
Calle 4137;18;6;18;7;26;nan;nan
Calle 4138;18;7;18;8;26;nan;nan
Calle 4139;18;8;18;9;26;nan;nan
Calle 4140;18;9;18;10;26;nan;nan
Calle 4141;18;10;18;11;26;nan;nan
Calle 4142;18;11;18;12;26;nan;nan
Calle 4143;18;12;18;13;26;nan;nan
Calle 4144;18;13;18;14;26;nan;nan
Calle 4145;18;14;18;15;26;nan;nan
Calle 4146;18;15;18;16;26;nan;nan
Calle 4147;18;16;18;17;26;nan;nan
Calle 4148;18;17;18;18;26;nan;nan
Calle 4149;18;18;18;19;26;nan;nan
Calle 4150;18;19;18;20;26;nan;nan
Calle 4151;18;20;18;21;26;nan;nan
Calle 4152;18;21;18;22;26;nan;nan
Calle 4153;18;22;18;23;26;nan;nan
Calle 4154;18;23;18;24;26;nan;nan
Calle 4155;18;24;18;25;26;nan;nan
Calle 4156;18;25;18;26;26;nan;nan
Calle 4157;18;26;18;27;26;nan;nan
Calle 4158;18;27;18;28;26;nan;nan
Calle 4159;18;28;18;29;26;nan;nan
Calle 4160;18;29;18;30;26;nan;nan
Calle 4161;18;30;18;31;26;nan;nan
Calle 4162;18;31;18;32;26;nan;nan
Calle 4163;18;32;18;33;26;nan;nan
Calle 4164;18;33;18;34;26;nan;nan
Calle 4165;18;34;18;35;26;nan;nan
Calle 4166;18;35;18;36;26;nan;nan
Calle 4167;18;36;18;37;26;nan;nan
Calle 4168;18;37;18;38;26;nan;nan
Calle 4169;18;38;18;39;26;nan;nan
Calle 4170;18;39;18;40;26;nan;nan
Calle 4171;18;40;18;41;26;nan;nan
Calle 4172;18;41;18;42;26;nan;nan
Calle 4173;18;42;18;43;26;nan;nan
Calle 4174;18;43;18;44;26;nan;nan
Calle 4175;18;44;18;45;26;nan;nan
Calle 4176;18;45;18;46;26;nan;nan
Calle 4177;18;46;18;47;26;nan;nan
Calle 4178;18;47;18;48;26;nan;nan
Calle 4179;18;48;18;49;26;nan;nan
Calle 4180;18;49;18;50;26;nan;nan
Calle 4181;18;50;18;51;26;nan;nan
Calle 4182;18;51;18;52;26;nan;nan
Calle 4183;18;52;18;53;26;nan;nan
Calle 4184;18;53;18;54;26;nan;nan
Calle 4185;18;54;18;55;26;nan;nan
Calle 4186;18;55;18;56;26;nan;nan
Calle 4187;18;56;18;57;26;nan;nan
Calle 4188;18;57;18;58;26;nan;nan
Calle 4189;18;58;18;59;26;nan;nan
Calle 4190;18;59;18;60;26;nan;nan
Calle 4191;19;0;19;1;26;nan;nan
Calle 4192;19;1;19;2;26;nan;nan
Calle 4193;19;2;19;3;26;nan;nan
Calle 4194;19;3;19;4;26;nan;nan
Calle 4195;19;4;19;5;26;nan;nan
Calle 4196;19;5;19;6;26;nan;nan
Calle 4197;19;6;19;7;26;nan;nan
Calle 4198;19;7;19;8;26;nan;nan
Calle 4199;19;8;19;9;26;nan;nan
Calle 4200;19;9;19;10;26;nan;nan
Calle 4201;19;10;19;11;26;nan;nan
Calle 4202;19;11;19;12;26;nan;nan
Calle 4203;19;12;19;13;26;nan;nan
Calle 4204;19;13;19;14;26;nan;nan
Calle 4205;19;14;19;15;26;nan;nan
Calle 4206;19;15;19;16;26;nan;nan
Calle 4207;19;16;19;17;26;nan;nan
Calle 4208;19;17;19;18;26;nan;nan
Calle 4209;19;18;19;19;26;nan;nan
Calle 4210;19;19;19;20;26;nan;nan
Calle 4211;19;20;19;21;26;nan;nan
Calle 4212;19;21;19;22;26;nan;nan
Calle 4213;19;22;19;23;26;nan;nan
Calle 4214;19;23;19;24;26;nan;nan
Calle 4215;19;24;19;25;26;nan;nan
Calle 4216;19;25;19;26;26;nan;nan
Calle 4217;19;26;19;27;26;nan;nan
Calle 4218;19;27;19;28;26;nan;nan
Calle 4219;19;28;19;29;26;nan;nan
Calle 4220;19;29;19;30;26;nan;nan
Calle 4221;19;30;19;31;26;nan;nan
Calle 4222;19;31;19;32;26;nan;nan
Calle 4223;19;32;19;33;26;nan;nan
Calle 4224;19;33;19;34;26;nan;nan
Calle 4225;19;34;19;35;26;nan;nan
Calle 4226;19;35;19;36;26;nan;nan
Calle 4227;19;36;19;37;26;nan;nan
Calle 4228;19;37;19;38;26;nan;nan
Calle 4229;19;38;19;39;26;nan;nan
Calle 4230;19;39;19;40;26;nan;nan
Calle 4231;19;40;19;41;26;nan;nan
Calle 4232;19;41;19;42;26;nan;nan
Calle 4233;19;42;19;43;26;nan;nan
Calle 4234;19;43;19;44;26;nan;nan
Calle 4235;19;44;19;45;26;nan;nan
Calle 4236;19;45;19;46;26;nan;nan
Calle 4237;19;46;19;47;26;nan;nan
Calle 4238;19;47;19;48;26;nan;nan
Calle 4239;19;48;19;49;26;nan;nan
Calle 4240;19;49;19;50;26;nan;nan
Calle 4241;19;50;19;51;26;nan;nan
Calle 4242;19;51;19;52;26;nan;nan
Calle 4243;19;52;19;53;26;nan;nan
Calle 4244;19;53;19;54;26;nan;nan
Calle 4245;19;54;19;55;26;nan;nan
Calle 4246;19;55;19;56;26;nan;nan
Calle 4247;19;56;19;57;26;nan;nan
Calle 4248;19;57;19;58;26;nan;nan
Calle 4249;19;58;19;59;26;nan;nan
Calle 4250;19;59;19;60;26;nan;nan
Calle 4251;20;0;20;1;26;nan;nan
Calle 4252;20;1;20;2;26;nan;nan
Calle 4253;20;2;20;3;26;nan;nan
Calle 4254;20;3;20;4;26;nan;nan
Calle 4255;20;4;20;5;26;nan;nan
Calle 4256;20;5;20;6;26;nan;nan
Calle 4257;20;6;20;7;26;nan;nan
Calle 4258;20;7;20;8;26;nan;nan
Calle 4259;20;8;20;9;26;nan;nan
Calle 4260;20;9;20;10;26;nan;nan
Calle 4261;20;10;20;11;26;nan;nan
Calle 4262;20;11;20;12;26;nan;nan
Calle 4263;20;12;20;13;26;nan;nan
Calle 4264;20;13;20;14;26;nan;nan
Calle 4265;20;14;20;15;26;nan;nan
Calle 4266;20;15;20;16;26;nan;nan
Calle 4267;20;16;20;17;26;nan;nan
Calle 4268;20;17;20;18;26;nan;nan
Calle 4269;20;18;20;19;26;nan;nan
Calle 4270;20;19;20;20;26;nan;nan
Calle 4271;20;20;20;21;26;nan;nan
Calle 4272;20;21;20;22;26;nan;nan
Calle 4273;20;22;20;23;26;nan;nan
Calle 4274;20;23;20;24;26;nan;nan
Calle 4275;20;24;20;25;26;nan;nan
Calle 4276;20;25;20;26;26;nan;nan
Calle 4277;20;26;20;27;26;nan;nan
Calle 4278;20;27;20;28;26;nan;nan
Calle 4279;20;28;20;29;26;nan;nan
Calle 4280;20;29;20;30;26;nan;nan
Calle 4281;20;30;20;31;26;nan;nan
Calle 4282;20;31;20;32;26;nan;nan
Calle 4283;20;32;20;33;26;nan;nan
Calle 4284;20;33;20;34;26;nan;nan
Calle 4285;20;34;20;35;26;nan;nan
Calle 4286;20;35;20;36;26;nan;nan
Calle 4287;20;36;20;37;26;nan;nan
Calle 4288;20;37;20;38;26;nan;nan
Calle 4289;20;38;20;39;26;nan;nan
Calle 4290;20;39;20;40;26;nan;nan
Calle 4291;20;40;20;41;26;nan;nan
Calle 4292;20;41;20;42;26;nan;nan
Calle 4293;20;42;20;43;26;nan;nan
Calle 4294;20;43;20;44;26;nan;nan
Calle 4295;20;44;20;45;26;nan;nan
Calle 4296;20;45;20;46;26;nan;nan
Calle 4297;20;46;20;47;26;nan;nan
Calle 4298;20;47;20;48;26;nan;nan
Calle 4299;20;48;20;49;26;nan;nan
Calle 4300;20;49;20;50;26;nan;nan
Calle 4301;20;50;20;51;26;nan;nan
Calle 4302;20;51;20;52;26;nan;nan
Calle 4303;20;52;20;53;26;nan;nan
Calle 4304;20;53;20;54;26;nan;nan
Calle 4305;20;54;20;55;26;nan;nan
Calle 4306;20;55;20;56;26;nan;nan
Calle 4307;20;56;20;57;26;nan;nan
Calle 4308;20;57;20;58;26;nan;nan
Calle 4309;20;58;20;59;26;nan;nan
Calle 4310;20;59;20;60;26;nan;nan
Calle 4311;21;0;21;1;26;nan;nan
Calle 4312;21;1;21;2;26;nan;nan
Calle 4313;21;2;21;3;26;nan;nan
Calle 4314;21;3;21;4;26;nan;nan
Calle 4315;21;4;21;5;26;nan;nan
Calle 4316;21;5;21;6;26;nan;nan
Calle 4317;21;6;21;7;26;nan;nan
Calle 4318;21;7;21;8;26;nan;nan
Calle 4319;21;8;21;9;26;nan;nan
Calle 4320;21;9;21;10;26;nan;nan
Calle 4321;21;10;21;11;26;nan;nan
Calle 4322;21;11;21;12;26;nan;nan
Calle 4323;21;12;21;13;26;nan;nan
Calle 4324;21;13;21;14;26;nan;nan
Calle 4325;21;14;21;15;26;nan;nan
Calle 4326;21;15;21;16;26;nan;nan
Calle 4327;21;16;21;17;26;nan;nan
Calle 4328;21;17;21;18;26;nan;nan
Calle 4329;21;18;21;19;26;nan;nan
Calle 4330;21;19;21;20;26;nan;nan
Calle 4331;21;20;21;21;26;nan;nan
Calle 4332;21;21;21;22;26;nan;nan
Calle 4333;21;22;21;23;26;nan;nan
Calle 4334;21;23;21;24;26;nan;nan
Calle 4335;21;24;21;25;26;nan;nan
Calle 4336;21;25;21;26;26;nan;nan
Calle 4337;21;26;21;27;26;nan;nan
Calle 4338;21;27;21;28;26;nan;nan
Calle 4339;21;28;21;29;26;nan;nan
Calle 4340;21;29;21;30;26;nan;nan
Calle 4341;21;30;21;31;26;nan;nan
Calle 4342;21;31;21;32;26;nan;nan
Calle 4343;21;32;21;33;26;nan;nan
Calle 4344;21;33;21;34;26;nan;nan
Calle 4345;21;34;21;35;26;nan;nan
Calle 4346;21;35;21;36;26;nan;nan
Calle 4347;21;36;21;37;26;nan;nan
Calle 4348;21;37;21;38;26;nan;nan
Calle 4349;21;38;21;39;26;nan;nan
Calle 4350;21;39;21;40;26;nan;nan
Calle 4351;21;40;21;41;26;nan;nan
Calle 4352;21;41;21;42;26;nan;nan
Calle 4353;21;42;21;43;26;nan;nan
Calle 4354;21;43;21;44;26;nan;nan
Calle 4355;21;44;21;45;26;nan;nan
Calle 4356;21;45;21;46;26;nan;nan
Calle 4357;21;46;21;47;26;nan;nan
Calle 4358;21;47;21;48;26;nan;nan
Calle 4359;21;48;21;49;26;nan;nan
Calle 4360;21;49;21;50;26;nan;nan
Calle 4361;21;50;21;51;26;nan;nan
Calle 4362;21;51;21;52;26;nan;nan
Calle 4363;21;52;21;53;26;nan;nan
Calle 4364;21;53;21;54;26;nan;nan
Calle 4365;21;54;21;55;26;nan;nan
Calle 4366;21;55;21;56;26;nan;nan
Calle 4367;21;56;21;57;26;nan;nan
Calle 4368;21;57;21;58;26;nan;nan
Calle 4369;21;58;21;59;26;nan;nan
Calle 4370;21;59;21;60;26;nan;nan
Calle 4371;22;0;22;1;26;nan;nan
Calle 4372;22;1;22;2;26;nan;nan
Calle 4373;22;2;22;3;26;nan;nan
Calle 4374;22;3;22;4;26;nan;nan
Calle 4375;22;4;22;5;26;nan;nan
Calle 4376;22;5;22;6;26;nan;nan
Calle 4377;22;6;22;7;26;nan;nan
Calle 4378;22;7;22;8;26;nan;nan
Calle 4379;22;8;22;9;26;nan;nan
